Production_Hours,Workforce_Size,Machine_Efficiency,Raw_Materials_Cost,Maintenance_Hours,Shift_Hours,Total_Production,Production Type,Production Line,Supplier,Date,Production_Volume_Per_Hour,Timestamp_Hour,Department,Equipment_Age_Category,Shift_Category,Project_Complexity,Quality_Risk_Level,Energy_Efficiency_Level,Production_Flexibility,Supply_Chain_Resilience
-0.28,-1.02,-1.65,-1.22,-0.09,-0.42,-3.37, Consumer Goods,Line C,NorthStar Manufacturing,19/02/2023,-7.53,14,Production,Old,Medium,Simple,Low,Medium_Consumption,Moderate,Low
0.88,1.28,1.42,1.46,1.12,0.75,5.07, Consumer Goods,Line C,EuroTrade Supplies,08/07/2023,5.11,11,Maintenance,New,High,Complex,High,Medium_Consumption,Flexible,High
0.74,-0.31,0.27,0.48,0.71,0.68,2.07, Electronics,Line A,TechCore Suppliers,24/10/2023,1.43,0,Maintenance,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.04,0.08,-0.48,0.44,0.35,0.11,0.45, Consumer Goods,Line C,Apex Industrial Solutions,14/01/2023,0.39,19,Logistics,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
1,0.55,0.65,0.91,0.89,1.6,3.22, Automotive Parts,Line B,Advanced Materials Inc.,20/08/2023,2.57,17,Production,New,High,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.44,-1.01,-1.36,-0.64,-1.04,-0.97,-3.47, Electronics,Line A,NorthStar Manufacturing,18/09/2023,-10.52,15,Quality_Control,Old,Medium,Moderate,Low,Low_Consumption,Moderate,Medium
0.88,1.84,1.05,1.39,0.82,0.7,6.29, Consumer Goods,Line C,TechCore Suppliers,11/07/2023,1.67,4,Maintenance,New,Medium,Complex,High,Medium_Consumption,Flexible,High
-1.67,-2.76,-2.15,-2.81,-1.74,-1.61,-7.7, Consumer Goods,Line C,Apex Industrial Solutions,22/07/2023,13.79,18,Quality_Control,Old,Low,Simple,Low,Low_Consumption,Rigid,Low
0.37,0.52,0.31,0.61,-0.02,0.3,3.96, Precision Components,Line E,Industrial Innovations LLC,18/09/2023,1.74,3,Quality_Control,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.6,0.95,0.62,0.92,0.8,1.42,3.17, Electronics,Line A,TechCore Suppliers,23/04/2023,2.17,5,Maintenance,New,High,Moderate,Medium,Medium_Consumption,Flexible,Medium
-2.05,-0.92,-0.82,-0.57,-1.41,-0.89,-3.99, Precision Components,Line E,Industrial Innovations LLC,18/12/2023,6.82,16,Logistics,Old,Medium,Moderate,Medium,Low_Consumption,Moderate,Medium
1.36,1.54,1.06,1.92,1.77,1.6,5.9, Precision Components,Line E,Industrial Innovations LLC,05/02/2023,3.76,6,Maintenance,New,High,Complex,High,High_Consumption,Flexible,High
-0.86,-1.48,-1.22,-0.96,-1.47,-1.67,-5.06, Precision Components,Line E,TechCore Suppliers,20/03/2023,-17.81,23,Production,Old,Low,Moderate,Low,Low_Consumption,Rigid,Medium
-0.23,-1.47,-0.8,-0.21,-0.78,-0.87,-4.49, Industrial Equipment,Line D,NorthStar Manufacturing,02/10/2023,-3.49,22,Production,Old,Medium,Moderate,Medium,Medium_Consumption,Rigid,Medium
1.29,0.85,1.65,1.44,0.94,0.99,4.09, Precision Components,Line E,Industrial Innovations LLC,05/10/2023,2.68,6,Maintenance,New,High,Complex,High,Medium_Consumption,Moderate,High
1.02,0.84,-0.72,-0.13,-0.67,-0.36,0.42, Automotive Parts,Line B,NorthStar Manufacturing,11/06/2023,0.37,8,Quality_Control,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.34,-1.12,-0.03,-0.4,-0.41,-0.18,-6.77, Consumer Goods,Line C,NorthStar Manufacturing,08/11/2023,-15.34,12,Production,Medium,Medium,Moderate,Medium,Medium_Consumption,Rigid,Medium
-0.31,-0.28,-0.57,-0.72,-0.55,-1.12,-6.1, Industrial Equipment,Line D,Apex Industrial Solutions,17/01/2023,-7.99,19,Production,Old,Low,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.55,-0.86,-1.35,-0.87,-1.43,-1.56,-5.8, Precision Components,Line E,Quantum Resource Group,23/07/2023,-18.24,13,Maintenance,Old,Low,Moderate,Low,Low_Consumption,Moderate,Medium
0.25,-0.36,-0.84,-0.74,-1.15,-0.85,-2.91, Consumer Goods,Line C,EuroTrade Supplies,17/01/2023,-3.96,15,Maintenance,Old,Medium,Moderate,Medium,Low_Consumption,Moderate,Medium
-0.35,0.16,0.18,0.8,0.29,0.09,0.31, Electronics,Line A,NorthStar Manufacturing,21/07/2023,0.29,22,Logistics,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-1.12,-0.91,-1.25,-0.99,-0.97,-1.31,-8.24, Electronics,Line A,Apex Industrial Solutions,29/07/2023,123.77,8,Maintenance,Old,Low,Moderate,Low,Low_Consumption,Moderate,Medium
2.24,2.58,1.3,1.91,1.98,2.04,8.41, Consumer Goods,Line C,MegaManufacturing Resources,19/03/2023,4.16,14,Maintenance,New,High,Complex,High,High_Consumption,Flexible,High
0.67,-0.16,1.5,0.57,0.32,0.61,3.65, Automotive Parts,Line B,Industrial Innovations LLC,25/02/2023,1.09,4,Production,New,Medium,Moderate,High,Medium_Consumption,Moderate,Medium
0.67,0.58,1.56,1.76,1.35,0.8,6.59, Consumer Goods,Line C,Advanced Materials Inc.,21/03/2023,6.33,17,Production,New,High,Complex,High,High_Consumption,Moderate,High
-0.48,-0.85,-0.03,-0.15,-0.51,0.11,-1.54, Consumer Goods,Line C,NorthStar Manufacturing,02/11/2023,-2.36,20,Production,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.65,-0.4,-0.13,-0.16,-0.49,-1.16,-0.41, Industrial Equipment,Line D,TechCore Suppliers,27/02/2023,-1.04,19,Quality_Control,Medium,Low,Moderate,Medium,Medium_Consumption,Moderate,Medium
-2.24,-2,-2.07,-2.15,-1.56,-1.65,-8.9, Electronics,Line A,Industrial Innovations LLC,18/01/2023,12.16,7,Production,Old,Low,Simple,Low,Low_Consumption,Rigid,Low
-0.09,-0.83,-1.06,-1.01,-1.28,-1.98,-6.53, Electronics,Line A,Industrial Innovations LLC,27/07/2023,-11.52,14,Production,Old,Low,Moderate,Low,Low_Consumption,Moderate,Medium
-0.71,-1.16,-1.12,-0.76,-1.05,-1.37,-5.59, Precision Components,Line E,MegaManufacturing Resources,15/05/2023,-15.32,20,Maintenance,Old,Low,Moderate,Low,Low_Consumption,Rigid,Medium
-1.76,-0.86,-0.22,-1.13,-0.66,-0.49,-6.7, Consumer Goods,Line C,Advanced Materials Inc.,28/11/2023,15.88,8,Logistics,Medium,Medium,Simple,Medium,Medium_Consumption,Moderate,Low
0.74,1.81,1.27,1.24,1.16,1.4,6.07, Consumer Goods,Line C,Apex Industrial Solutions,10/01/2023,4.18,18,Production,New,High,Complex,High,Medium_Consumption,Flexible,High
1.2,1.59,0.33,1.27,0.5,0.86,6.69, Automotive Parts,Line B,MegaManufacturing Resources,10/03/2023,2.12,21,Logistics,Medium,High,Complex,Medium,Medium_Consumption,Flexible,High
-0.52,-0.77,-0.7,-0.72,-0.68,-0.41,-1.88, Electronics,Line A,EuroTrade Supplies,07/12/2023,-4.27,5,Production,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.86,-0.06,0.98,0.25,0.7,0.6,5.28, Automotive Parts,Line B,Industrial Innovations LLC,24/03/2023,1.7,3,Production,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
1.1,0.11,0.53,1.66,1.36,1.66,4.8, Industrial Equipment,Line D,NorthStar Manufacturing,19/04/2023,4.57,10,Logistics,New,High,Complex,Medium,High_Consumption,Moderate,High
0.44,0.64,0.65,0.24,0.65,0.33,4.82, Precision Components,Line E,NorthStar Manufacturing,13/02/2023,6.37,9,Maintenance,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.24,-1.27,-1.7,-1.86,-1.44,-1.56,-7.02, Automotive Parts,Line B,MegaManufacturing Resources,12/05/2023,-6.46,2,Production,Old,Low,Simple,Low,Low_Consumption,Rigid,Low
-1.31,-0.24,-0.01,-0.04,-0.65,-0.61,0.29, Electronics,Line A,EuroTrade Supplies,18/01/2023,-1.12,0,Logistics,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-1.08,-1.14,-1.19,-1.14,-1.08,-0.54,-5.11, Industrial Equipment,Line D,Precision Parts Supply,03/04/2023,122.37,11,Production,Old,Medium,Simple,Low,Low_Consumption,Rigid,Low
1.15,1.37,1.77,0.97,1.49,2.07,8.56, Consumer Goods,Line C,GlobalTech Components,21/10/2023,2.39,22,Quality_Control,New,High,Complex,High,High_Consumption,Flexible,High
-0.31,-0.19,0.3,-0.4,-1.08,-1.13,0.31, Industrial Equipment,Line D,TechCore Suppliers,28/05/2023,0.73,14,Quality_Control,Medium,Low,Moderate,Medium,Low_Consumption,Moderate,Medium
0.18,-0.93,0.38,-0.27,-0.3,-0.15,-1.19, Automotive Parts,Line B,TechCore Suppliers,21/06/2023,-1.61,14,Quality_Control,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
1.01,0.6,0.35,-0.48,-0.45,0.26,1.45, Electronics,Line A,Precision Parts Supply,20/02/2023,0.58,20,Quality_Control,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.29,0.57,0.61,0.64,0.86,0.09,4.81, Automotive Parts,Line B,Industrial Innovations LLC,19/01/2023,5.2,13,Maintenance,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.42,0.59,0.37,1.12,0.74,0.14,2.52, Consumer Goods,Line C,Apex Industrial Solutions,30/04/2023,2.66,6,Quality_Control,Medium,Medium,Complex,Medium,Medium_Consumption,Moderate,High
-0.08,0.36,-0.27,-0.05,-0.89,-0.48,-3.54, Consumer Goods,Line C,Advanced Materials Inc.,20/11/2023,-6.89,16,Logistics,Medium,Medium,Moderate,Medium,Low_Consumption,Moderate,Medium
-1.1,-0.08,0.21,-0.71,-0.49,-0.77,1.41, Electronics,Line A,Precision Parts Supply,13/08/2023,-7.4,23,Production,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
1.36,1,1.27,1.56,0.85,1.15,5.11, Precision Components,Line E,EuroTrade Supplies,07/03/2023,2.6,18,Logistics,New,High,Complex,High,Medium_Consumption,Flexible,High
-0.82,-1.13,-0.6,-0.64,-0.24,-0.47,-2.91, Industrial Equipment,Line D,NorthStar Manufacturing,21/05/2023,-24.37,6,Quality_Control,Old,Medium,Moderate,Medium,Medium_Consumption,Rigid,Medium
0.23,-0.18,0.02,1.43,0.98,0.15,4.24, Industrial Equipment,Line D,GlobalTech Components,08/07/2023,2.4,2,Maintenance,Medium,Medium,Complex,Medium,Medium_Consumption,Moderate,High
-0.92,-1.5,-0.74,-0.81,-1.59,-0.53,-6.04, Consumer Goods,Line C,Industrial Innovations LLC,07/06/2023,-56.24,2,Quality_Control,Old,Medium,Moderate,Medium,Low_Consumption,Rigid,Medium
0.42,-0.33,0.04,-0.17,-0.29,-0.54,-2.52, Automotive Parts,Line B,GlobalTech Components,08/04/2023,-2.83,17,Quality_Control,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.37,0.4,0.47,0.19,0.65,0.47,2.55, Automotive Parts,Line B,Advanced Materials Inc.,07/06/2023,1.67,19,Maintenance,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.44,-0.26,1.32,0.99,0.47,1.02,0.16, Precision Components,Line E,NorthStar Manufacturing,03/09/2023,0.08,21,Maintenance,New,High,Complex,High,Medium_Consumption,Moderate,High
-0.47,-0.33,0.08,0.5,1.15,0.72,0.87, Automotive Parts,Line B,EuroTrade Supplies,10/12/2023,2.3,13,Maintenance,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.7,-1.78,-1.51,-1.62,-1.41,-1.52,-6.59, Industrial Equipment,Line D,TechCore Suppliers,24/08/2023,-15.44,2,Maintenance,Old,Low,Simple,Low,Low_Consumption,Rigid,Low
-1.1,0.04,-0.48,-0.47,-0.56,-0.2,-2.78, Automotive Parts,Line B,Advanced Materials Inc.,02/02/2023,40.33,6,Maintenance,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.04,-0.05,0.62,0.27,0.19,0.03,-1.91, Precision Components,Line E,Precision Parts Supply,27/12/2023,-2.98,6,Maintenance,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.05,0.19,0.66,0.42,0.74,0.82,5.18, Industrial Equipment,Line D,TechCore Suppliers,29/08/2023,2.72,4,Production,New,High,Moderate,Medium,Medium_Consumption,Moderate,Medium
-1.37,-1.8,-0.35,-0.97,-1.17,-1.18,-5.4, Automotive Parts,Line B,TechCore Suppliers,26/11/2023,10.18,2,Quality_Control,Medium,Low,Moderate,Medium,Low_Consumption,Rigid,Medium
1.04,0.35,1.63,0.1,0.96,0.39,6.25, Industrial Equipment,Line D,EuroTrade Supplies,04/12/2023,4.91,17,Quality_Control,New,Medium,Moderate,High,Medium_Consumption,Moderate,Medium
1.75,0.78,0.76,1.24,0.29,0.6,4, Consumer Goods,Line C,Precision Parts Supply,02/10/2023,2.33,14,Maintenance,New,Medium,Complex,Medium,Medium_Consumption,Moderate,High
0.7,2.13,1.95,1.7,2.08,1.65,6.82, Consumer Goods,Line C,MegaManufacturing Resources,12/03/2023,3.6,19,Logistics,New,High,Complex,High,High_Consumption,Flexible,High
-1.35,-1.8,-1.63,-2.15,-2.29,-2.48,-9.17, Consumer Goods,Line C,Advanced Materials Inc.,09/11/2023,36.27,13,Maintenance,Old,Low,Simple,Low,Low_Consumption,Rigid,Low
0.19,-0.26,0.26,-0.52,-0.97,-0.53,-1.87, Automotive Parts,Line B,Apex Industrial Solutions,04/08/2023,-0.95,3,Production,Medium,Medium,Moderate,Medium,Low_Consumption,Moderate,Medium
0.06,-0.3,-0.95,-1.16,-0.54,-0.93,-5.29, Precision Components,Line E,Quantum Resource Group,20/03/2023,-2.5,23,Logistics,Old,Medium,Simple,Medium,Medium_Consumption,Moderate,Low
0.81,0.17,-0.8,-0.72,-0.93,-0.42,1.04, Industrial Equipment,Line D,NorthStar Manufacturing,18/06/2023,0.98,7,Production,Old,Medium,Moderate,Medium,Low_Consumption,Moderate,Medium
-0.16,-0.51,-0.05,0.8,0.63,-0.11,-0.61, Electronics,Line A,EuroTrade Supplies,25/10/2023,-0.58,20,Logistics,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-1.1,-0.59,-0.99,-0.7,-1.14,-0.85,-7.72, Consumer Goods,Line C,NorthStar Manufacturing,29/06/2023,113.46,12,Logistics,Old,Medium,Moderate,Medium,Low_Consumption,Moderate,Medium
0.63,0.59,0.18,0.44,0.19,-0.36,3.71, Consumer Goods,Line C,Advanced Materials Inc.,26/04/2023,1.59,21,Maintenance,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.85,0.26,0.87,0.8,0.32,1.55,3, Electronics,Line A,Precision Parts Supply,17/09/2023,2.75,7,Production,New,High,Moderate,Medium,Medium_Consumption,Moderate,Medium
-1.9,-2.4,-1.63,-1.88,-1.23,-1.71,-9.92, Electronics,Line A,Apex Industrial Solutions,17/09/2023,17.72,14,Logistics,Old,Low,Simple,Low,Low_Consumption,Rigid,Low
-1.62,-0.89,-0.56,-1.73,-1.35,-0.77,-8.84, Automotive Parts,Line B,Quantum Resource Group,05/01/2023,25.67,16,Production,Old,Medium,Simple,Medium,Low_Consumption,Moderate,Low
-0.8,-0.63,-1.56,-1.44,-1.43,-1.16,-2.69, Industrial Equipment,Line D,GlobalTech Components,24/10/2023,-6.85,4,Maintenance,Old,Low,Simple,Low,Low_Consumption,Moderate,Low
0.13,0.74,1.52,0.69,0.81,0.7,1.49, Consumer Goods,Line C,Apex Industrial Solutions,18/04/2023,1.19,19,Maintenance,New,Medium,Moderate,High,Medium_Consumption,Moderate,Medium
1.38,0.78,0.38,0.58,0.54,0.72,3.7, Precision Components,Line E,EuroTrade Supplies,09/12/2023,0.93,3,Maintenance,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.05,0.49,0.17,0.26,0.29,-0.27,2.42, Automotive Parts,Line B,NorthStar Manufacturing,26/12/2023,4.61,10,Maintenance,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.57,-0.9,-1.82,-1.02,-0.87,-1.49,-4.79, Automotive Parts,Line B,Apex Industrial Solutions,27/04/2023,-18.01,17,Quality_Control,Old,Low,Moderate,Low,Low_Consumption,Moderate,Medium
-2,-1.77,-2.29,-1.71,-1.14,-1.72,-8.88, Precision Components,Line E,Industrial Innovations LLC,23/12/2023,16.92,9,Logistics,Old,Low,Simple,Low,Low_Consumption,Rigid,Low
-0.86,-0.48,-0.7,-0.51,-0.56,-0.24,-5.79, Precision Components,Line E,Precision Parts Supply,27/11/2023,-72.99,16,Quality_Control,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.37,0.53,0.17,0.32,0.37,0.15,0.09, Precision Components,Line E,Precision Parts Supply,27/11/2023,0.11,14,Maintenance,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
1.24,0.54,0.86,0.89,0.9,1.11,4.92, Electronics,Line A,Industrial Innovations LLC,13/01/2023,2.42,5,Logistics,New,High,Moderate,Medium,Medium_Consumption,Moderate,Medium
-1.04,-0.59,-0.59,-0.93,-0.62,-0.61,-5.02, Consumer Goods,Line C,TechCore Suppliers,22/05/2023,71.03,22,Logistics,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.38,-0.79,0.06,0.29,-0.59,-0.19,-0.28, Electronics,Line A,TechCore Suppliers,07/07/2023,-0.16,20,Production,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.07,0.37,0.61,-0.02,0.44,0.68,2.89, Consumer Goods,Line C,Advanced Materials Inc.,08/10/2023,5.27,15,Maintenance,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.53,-0.47,-0.69,-0.68,-1.17,-0.53,-1.63, Electronics,Line A,MegaManufacturing Resources,25/04/2023,-5.6,14,Quality_Control,Old,Medium,Moderate,Medium,Low_Consumption,Moderate,Medium
1.3,1.27,1.06,0.97,0.91,0.89,3.06, Industrial Equipment,Line D,GlobalTech Components,24/08/2023,2.26,7,Production,New,High,Complex,High,Medium_Consumption,Flexible,High
-0.84,-1.34,-1.44,-0.94,-1.29,-0.81,-1.54, Consumer Goods,Line C,Industrial Innovations LLC,04/12/2023,-17.06,8,Logistics,Old,Medium,Moderate,Low,Low_Consumption,Rigid,Medium
-1.34,-0.54,0.31,-0.55,-0.73,-0.54,-1.39, Automotive Parts,Line B,Advanced Materials Inc.,10/01/2023,8.09,10,Quality_Control,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.65,0.09,-0.15,-0.67,-0.88,-0.71,-2.47, Consumer Goods,Line C,NorthStar Manufacturing,18/07/2023,-5.67,1,Maintenance,Medium,Medium,Moderate,Medium,Low_Consumption,Moderate,Medium
0.49,0.52,0.9,0.77,-0.03,0.54,4.6, Consumer Goods,Line C,Industrial Innovations LLC,09/09/2023,4.65,12,Quality_Control,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.55,0.67,0.64,1.34,0.92,1,8.45, Consumer Goods,Line C,MegaManufacturing Resources,19/02/2023,3.28,3,Quality_Control,New,High,Complex,Medium,Medium_Consumption,Moderate,High
0.12,-0.71,-0.5,-1.07,-0.02,-0.15,-4.5, Industrial Equipment,Line D,Industrial Innovations LLC,22/05/2023,-7.26,8,Quality_Control,Old,Medium,Simple,Medium,Medium_Consumption,Moderate,Low
-1.98,-0.17,-0.3,-0.7,-1.05,-1.5,-5.12, Electronics,Line A,MegaManufacturing Resources,28/09/2023,2.61,4,Production,Medium,Low,Moderate,Medium,Low_Consumption,Moderate,Medium
0.29,-1.18,-1.28,-1.02,-1.17,-1.18,-8.82, Automotive Parts,Line B,MegaManufacturing Resources,16/01/2023,-8.19,18,Logistics,Old,Low,Moderate,Low,Low_Consumption,Rigid,Medium
0.52,-0.9,-0.35,-1.01,-0.64,-0.37,-1.89, Electronics,Line A,MegaManufacturing Resources,02/01/2023,-0.87,21,Quality_Control,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
1.78,1.89,2.09,1.99,1.95,1.58,9.93, Electronics,Line A,Precision Parts Supply,07/06/2023,2.5,2,Logistics,New,High,Complex,High,High_Consumption,Flexible,High
-0.08,0.17,0.09,0.43,0.57,0.88,1.64, Precision Components,Line E,Apex Industrial Solutions,30/01/2023,1.43,20,Production,Medium,High,Moderate,Medium,Medium_Consumption,Moderate,Medium
1.16,0.96,0.5,0.29,1.03,1.66,3.44, Industrial Equipment,Line D,Precision Parts Supply,23/03/2023,1.12,2,Maintenance,New,High,Moderate,Medium,Medium_Consumption,Flexible,Medium
0.51,0.61,1.01,0.23,0.9,0.02,-0.99, Precision Components,Line E,Advanced Materials Inc.,31/01/2023,-0.72,5,Maintenance,New,Medium,Moderate,High,Medium_Consumption,Moderate,Medium
0.51,0.37,0.03,-0.3,-0.61,-0.56,0.19, Industrial Equipment,Line D,Precision Parts Supply,24/08/2023,0.23,9,Quality_Control,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.99,0.86,0.64,1.16,0.55,0.33,6.33, Electronics,Line A,Precision Parts Supply,29/11/2023,1.59,4,Production,New,Medium,Complex,Medium,Medium_Consumption,Moderate,High
-0.85,-0.83,-0.31,-0.61,-0.26,-0.88,-4.13, Electronics,Line A,NorthStar Manufacturing,28/05/2023,-19.22,2,Maintenance,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
2.37,1.27,1.03,1.77,2.1,1.38,8.93, Industrial Equipment,Line D,Industrial Innovations LLC,26/06/2023,1.85,21,Production,New,High,Complex,High,High_Consumption,Flexible,High
0.43,-0.28,0.07,-0.11,0.28,0.47,-2.08, Electronics,Line A,Precision Parts Supply,04/02/2023,-0.73,23,Production,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.87,-0.06,-0.33,-0.36,-0.19,0.03,-0.65, Electronics,Line A,Quantum Resource Group,23/01/2023,-7.49,6,Quality_Control,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.25,-0.4,-0.22,-0.16,-0.19,-0.22,-1.88, Automotive Parts,Line B,MegaManufacturing Resources,16/04/2023,-1.75,21,Quality_Control,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
1.15,0.13,0.57,1.11,1.46,1.12,3.22, Precision Components,Line E,Industrial Innovations LLC,07/04/2023,2.39,17,Production,New,High,Complex,Medium,High_Consumption,Moderate,High
1.34,0.33,1.16,0.87,0.49,0.82,2.79, Precision Components,Line E,TechCore Suppliers,18/08/2023,0.72,22,Production,New,High,Moderate,High,Medium_Consumption,Moderate,Medium
1.2,1.07,0.6,0.6,1.44,0.66,3.84, Precision Components,Line E,NorthStar Manufacturing,15/08/2023,2.97,7,Quality_Control,New,Medium,Moderate,Medium,High_Consumption,Flexible,Medium
0.61,-0.06,0.34,0.44,0.46,0.35,2.46, Consumer Goods,Line C,Apex Industrial Solutions,10/04/2023,1.83,0,Production,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.02,0.36,-0.49,0.28,0.17,-0.1,-2.18, Automotive Parts,Line B,NorthStar Manufacturing,24/02/2023,-1.28,3,Quality_Control,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.81,-1.06,-0.89,-1.67,-1.16,-0.99,-6.13, Precision Components,Line E,MegaManufacturing Resources,14/07/2023,-16.36,23,Logistics,Old,Medium,Simple,Medium,Low_Consumption,Moderate,Low
0.48,0.96,1.12,1.11,1.18,0.54,4.36, Precision Components,Line E,Industrial Innovations LLC,08/01/2023,4.41,6,Production,New,Medium,Complex,High,High_Consumption,Flexible,High
0.38,0.03,1.21,0.66,0.24,0.9,0.92, Automotive Parts,Line B,Apex Industrial Solutions,11/11/2023,0.93,13,Quality_Control,New,High,Moderate,High,Medium_Consumption,Moderate,Medium
-0.83,-1.58,-0.95,-0.86,-0.87,-1.01,-1.79, Electronics,Line A,GlobalTech Components,08/05/2023,-15.57,12,Production,Old,Medium,Moderate,Medium,Low_Consumption,Rigid,Medium
-1.41,-1.56,-1.5,-0.84,-0.78,-1.17,-7.51, Precision Components,Line E,EuroTrade Supplies,01/02/2023,34.92,9,Quality_Control,Old,Low,Moderate,Low,Medium_Consumption,Rigid,Medium
0.82,0.39,0.66,0.61,0.79,0.78,2.15, Electronics,Line A,NorthStar Manufacturing,03/04/2023,0.71,22,Production,New,High,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.27,0.64,0.18,0.69,0.27,0.55,-0.06, Precision Components,Line E,Apex Industrial Solutions,07/01/2023,-0.13,17,Maintenance,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
1.81,0.77,1.02,1.6,1.29,1.29,9.64, Industrial Equipment,Line D,Advanced Materials Inc.,15/09/2023,4.11,0,Maintenance,New,High,Complex,High,High_Consumption,Moderate,High
-0.48,-0.94,-1.29,-1.03,-0.96,-0.58,-3.37, Consumer Goods,Line C,Apex Industrial Solutions,07/12/2023,-3.92,3,Production,Old,Medium,Moderate,Low,Low_Consumption,Moderate,Medium
1.35,1.63,1.37,2.1,2.39,1.45,6.77, Precision Components,Line E,EuroTrade Supplies,08/08/2023,4.9,15,Maintenance,New,High,Complex,High,High_Consumption,Flexible,High
-0.08,0.33,0,-0.5,0.13,-0.67,1.28, Industrial Equipment,Line D,MegaManufacturing Resources,28/08/2023,2.36,15,Production,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.29,0.84,0.72,0.43,-0.07,-0.01,2.16, Automotive Parts,Line B,Industrial Innovations LLC,16/04/2023,2.67,17,Production,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.31,0.32,1.37,0.34,0.22,0.56,3.06, Industrial Equipment,Line D,GlobalTech Components,05/02/2023,3.97,7,Logistics,New,Medium,Moderate,High,Medium_Consumption,Moderate,Medium
-1.59,-1.78,-1.14,-0.88,-0.71,-1.33,-6.73, Automotive Parts,Line B,Advanced Materials Inc.,14/02/2023,21.69,9,Logistics,Old,Low,Moderate,Low,Medium_Consumption,Rigid,Medium
-0.91,-1.23,-1.42,-0.85,-0.77,-0.46,-5.98, Precision Components,Line E,Apex Industrial Solutions,25/10/2023,-107.71,15,Maintenance,Old,Medium,Moderate,Low,Medium_Consumption,Rigid,Medium
-1.25,-0.68,-0.32,-1.11,-0.62,-1.33,-3.79, Automotive Parts,Line B,Quantum Resource Group,05/11/2023,9.07,22,Logistics,Medium,Low,Simple,Medium,Medium_Consumption,Moderate,Low
-0.1,0.31,0.32,0.55,0.48,-0.11,0.2, Industrial Equipment,Line D,Precision Parts Supply,09/01/2023,0.11,23,Logistics,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.42,-0.04,-0.48,-0.61,-1.09,-1.11,0.14, Consumer Goods,Line C,MegaManufacturing Resources,28/03/2023,0.47,10,Production,Old,Low,Moderate,Medium,Low_Consumption,Moderate,Medium
-1.36,-1.75,-1.18,-0.88,-1.14,-0.68,-7.99, Electronics,Line A,NorthStar Manufacturing,27/11/2023,24.2,5,Quality_Control,Old,Medium,Moderate,Low,Low_Consumption,Rigid,Medium
-0.34,0.27,0.34,0.8,0.9,1.35,5.51, Electronics,Line A,NorthStar Manufacturing,26/06/2023,10.07,0,Production,Medium,High,Moderate,Medium,Medium_Consumption,Moderate,Medium
